SPNAMES_jetz;SPNAMES_merge_jetz-birdlife;SPNAMES_birdlife;SPENG_jetz;SPENG_birdlife;Order;MIG_strategy;DIST_QUALI;DIST_QUANTI_MIGONLY;DIST_QUANTI_ALLSP;LENGTH_BREEDINGA;BodyMass;Diet.Inv;Diet.Vend;Diet.Vect;Diet.Vfish;Diet.Vunk;Diet.Scav;Diet.Fruit;Diet.Nect;Diet.Seed;Diet.PlantO;Diet.5Cat;Diet_breadth;ForStrat.watbelowsurf;ForStrat.wataroundsurf;ForStrat.ground;ForStrat.understory;ForStrat.midhigh;ForStrat.canopy;ForStrat.aerial;For_breadth
Scytalopus_acutirostris;Scytalopus_acutirostris;Scytalopus_acutirostris;Tschudis-Tapaculo;Tschudis-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;40.8211653443467;69;18.06;90;0;0;0;0;0;0;0;10;0;Invertebrate;2;0;0;50;30;20;0;0;3
Scytalopus_affinis;Scytalopus_affinis;Scytalopus_affinis;Ancash-Tapaculo;Ancash-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;41.1936986486163;80;13.12;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Scytalopus_altirostris;Scytalopus_altirostris;Scytalopus_altirostris;Neblina-Tapaculo;Neblina-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;57.9285293587019;126;12;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_argentifrons;Scytalopus_argentifrons;Scytalopus_argentifrons;Silvery-fronted-Tapaculo;Silvery-fronted-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;54.8719284803271;104;17;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Scytalopus_atratus;Scytalopus_atratus;Scytalopus_atratus;White-crowned-Tapaculo;White-crowned-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;210.184358729946;805;25.74;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_bolivianus;Scytalopus_bolivianus;Scytalopus_bolivianus;Bolivian-Tapaculo;Bolivian-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;109.866635833037;298;20.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_canus;Scytalopus_canus;Scytalopus_canus;Paramo-Tapaculo;Paramo-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;18.4152187376343;10;18.16;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_caracae;Scytalopus_caracae;Scytalopus_caracae;Caracas-Tapaculo;Caracas-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;25.9395655144222;29;24;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_chocoensis;Scytalopus_chocoensis;Scytalopus_chocoensis;Choco-Tapaculo;Choco-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;66.5672398238396;119;19.97;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Scytalopus_femoralis;Scytalopus_femoralis;Scytalopus_femoralis;Rufous-vented-Tapaculo;Rufous-vented-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;92.1544881237614;329;23.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_fuscus;Scytalopus_fuscus;Scytalopus_fuscus;Dusky-Tapaculo;Dusky-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;110.52464956847;499;18.11;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_griseicollis;Scytalopus_griseicollis;Scytalopus_griseicollis;Pale-bellied-Tapaculo;Matorral-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;36.861116906354;47;18.05;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_iraiensis;Scytalopus_iraiensis;Scytalopus_iraiensis;Marsh-Tapaculo;Marsh-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;52.3882103378453;32;12.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_latebricola;Scytalopus_latebricola;Scytalopus_latebricola;Brown-rumped-Tapaculo;Brown-rumped-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;18.4355075199204;20;22.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;70;30;0;0;2
Scytalopus_latrans;Scytalopus_latrans;Scytalopus_latrans;Blackish-Tapaculo;Blackish-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;175.098658491412;845;17.62;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_macropus;Scytalopus_macropus;Scytalopus_macropus;Large-footed-Tapaculo;Large-footed-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;57.8779523782231;121;37.09;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_magellanicus;Scytalopus_magellanicus;Scytalopus_magellanicus;Magellanic-Tapaculo;Magellanic-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;223.21345218407;2252;13.67;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_meridanus;Scytalopus_meridanus;Scytalopus_meridanus;Merida-Tapaculo;Merida-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;41.1705256290761;91;20;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_micropterus;Scytalopus_micropterus;Scytalopus_micropterus;Long-tailed-Tapaculo;Long-tailed-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;118.313779321719;244;29.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_novacapitalis;Scytalopus_novacapitalis;Scytalopus_novacapitalis;Brasilia-Tapaculo;Brasilia-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;90.9336233599855;418;18.9;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;100;0;0;0;0;1
Scytalopus_pachecoi;Scytalopus_pachecoi;Scytalopus_pachecoi;Planalto-Tapaculo;Planalto-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;73.8750347700797;214;15.1;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;30;10;0;0;3
Scytalopus_panamensis;Scytalopus_panamensis;Scytalopus_panamensis;Tacarcuna-Tapaculo;Pale-throated-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;0;4;18.11;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_parkeri;Scytalopus_parkeri;Scytalopus_parkeri;Chusquea-Tapaculo;Chusquea-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;36.8587907939249;37;21.26;90;0;0;0;0;0;0;0;0;10;Invertebrate;2;0;0;50;50;0;0;0;2
Scytalopus_parvirostris;Scytalopus_parvirostris;Scytalopus_parvirostris;Trilling-Tapaculo;Trilling-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;176.11488868662;514;17.75;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_robbinsi;Scytalopus_robbinsi;Scytalopus_robbinsi;Ecuadorian-Tapaculo;Ecuadorian-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;18.4297637860472;15;19.34;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_rodriguezi;Scytalopus_rodriguezi;Scytalopus_rodriguezi;Upper-Magdalena-Tapaculo;Upper-Magdalena-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;18.4292960603114;9;21.6;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;50;0;0;0;2
Scytalopus_sanctaemartae;Scytalopus_sanctaemartae;Scytalopus_sanctaemartae;Santa-Marta-Tapaculo;Santa-Marta-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;18.4357066747251;24;18.11;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_schulenbergi;Scytalopus_schulenbergi;Scytalopus_schulenbergi;Diademed-Tapaculo;Diademed-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;90.6512160296303;208;16.1;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_simonsi;Scytalopus_simonsi;Scytalopus_simonsi;Puna-Tapaculo;Puna-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;82.0281368510132;173;16.62;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;60;40;0;0;0;2
Scytalopus_speluncae;Scytalopus_speluncae;Scytalopus_speluncae;Mouse-coloured-Tapaculo;Mouse-colored-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;188.620984744569;1414;13;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_spillmanni;Scytalopus_spillmanni;Scytalopus_spillmanni;Spillmanns-Tapaculo;Spillmanns-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;93.994473733297;254;23.54;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_stilesi;Scytalopus_stilesi;Scytalopus_stilesi;Stiless-Tapaculo;Stiless-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;41.2100124593002;63;22.1;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;50;0;0;0;2
Scytalopus_superciliaris;Scytalopus_superciliaris;Scytalopus_superciliaris;White-browed-Tapaculo;White-browed-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;75.6553757222555;234;17.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_unicolor;Scytalopus_unicolor;Scytalopus_unicolor;Unicoloured-Tapaculo;Unicoloured-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;26.0342892745529;29;17.62;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;50;30;20;0;0;3
Scytalopus_urubambae;Scytalopus_urubambae;Scytalopus_urubambae;Vilcabamba-Tapaculo;Vilcabamba-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;25.8291619769572;41;13;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;60;40;0;0;0;2
Scytalopus_vicinior;Scytalopus_vicinior;Scytalopus_vicinior;Narino-Tapaculo;Narino-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;58.3162586616284;103;23.04;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;70;30;0;0;0;2
Scytalopus_zimmeri;Scytalopus_zimmeri;Scytalopus_zimmeri;Zimmers-Tapaculo;Zimmers-Tapaculo;PASSERIFORMES;1_resident;1_resident;0;40.8305948186847;102;15.9;60;0;0;0;0;0;0;0;40;0;Invertebrate;2;0;0;60;40;0;0;0;2
Scythrops_novaehollandiae;Scythrops_novaehollandiae;Scythrops_novaehollandiae;Channel-billed-Cuckoo;Channel-billed-Cuckoo;CUCULIFORMES;2_partial_migrant;2_short;1330.09046171982;1330.09046171982;8635;683.99;30;0;0;0;0;10;60;0;0;0;FruiNect;3;0;0;20;20;30;30;0;4
Seicercus_affinis;Seicercus_affinis;Seicercus_affinis;White-spectacled-Warbler;White-spectacled-Warbler;PASSERIFORMES;2_partial_migrant;2_short;707.508325162774;707.508325162774;2196;6.92;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_burkii;Seicercus_burkii;Seicercus_burkii;Green-crowned-Warbler;Green-crowned-Warbler;PASSERIFORMES;3_strict_migrant;4_long;721.381255184991;721.381255184991;1038;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_castaniceps;Seicercus_castaniceps;Seicercus_castaniceps;Chestnut-crowned-Warbler;Chestnut-crowned-Warbler;PASSERIFORMES;2_partial_migrant;2_short;720.568657112909;720.568657112909;9961;5.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;50;50;0;2
Seicercus_grammiceps;Seicercus_grammiceps;Seicercus_grammiceps;Sunda-Warbler;Sunda-Warbler;PASSERIFORMES;1_resident;1_resident;0;166.620206779038;267;5;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;60;20;0;3
Seicercus_montis;Seicercus_montis;Seicercus_montis;Yellow-breasted-Warbler;Yellow-breasted-Warbler;PASSERIFORMES;1_resident;1_resident;0;315.057563861119;1438;6.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;60;20;0;3
Seicercus_omeiensis;Seicercus_omeiensis;Seicercus_omeiensis;Martenss-Warbler;Martenss-Warbler;PASSERIFORMES;3_strict_migrant;3_variable;1311.23312808227;1311.23312808227;236;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_poliogenys;Seicercus_poliogenys;Seicercus_poliogenys;Grey-cheeked-Warbler;Grey-cheeked-Warbler;PASSERIFORMES;1_resident;1_resident;0;319.551345325564;3677;6.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;100;0;0;0;1
Seicercus_soror;Seicercus_soror;Seicercus_soror;Alstroms-Warbler;AlstrÕ_ms-Warbler;PASSERIFORMES;3_strict_migrant;3_variable;1613.09870416949;1613.09870416949;563;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_tephrocephalus;Seicercus_tephrocephalus;Seicercus_tephrocephalus;Grey-crowned-Warbler;Grey-crowned-Warbler;PASSERIFORMES;3_strict_migrant;4_long;770.35916990196;770.35916990196;843;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_valentini;Seicercus_valentini;Seicercus_valentini;Bianchis-Warbler;Bianchis-Warbler;PASSERIFORMES;3_strict_migrant;2_short;776.266154114675;776.266154114675;895;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seicercus_whistleri;Seicercus_whistleri;Seicercus_whistleri;Whistlers-Warbler;Whistlers-Warbler;PASSERIFORMES;2_partial_migrant;2_short;311.515210165089;311.515210165089;2106;7.3;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;0;100;0;0;1
Seiurus_aurocapilla;Seiurus_aurocapilla;Seiurus_aurocapilla;Ovenbird;Ovenbird;PASSERIFORMES;3_strict_migrant;3_variable;2569.47638506507;2569.47638506507;24313;18.8;70;0;10;0;0;0;10;0;10;0;Invertebrate;4;0;0;80;20;0;0;0;2
Seiurus_motacilla;Parkesia_motacilla;Seiurus_motacilla;Louisiana-Waterthrush;Louisiana-Waterthrush;PASSERIFORMES;3_strict_migrant;3_variable;2034.78224949852;2034.78224949852;9473;19.9;80;0;10;10;0;0;0;0;0;0;Invertebrate;3;0;0;50;50;0;0;0;2
Seiurus_noveboracensis;Parkesia_noveboracensis;Seiurus_noveboracensis;Northern-Waterthrush;Northern-Waterthrush;PASSERIFORMES;3_strict_migrant;4_long;3933.5719265659;3933.5719265659;41802;16.3;90;0;0;10;0;0;0;0;0;0;Invertebrate;2;0;0;80;20;0;0;0;2
Selasphorus_ardens;Selasphorus_ardens;Selasphorus_ardens;Glow-throated-Hummingbird;Glow-throated-Hummingbird;CAPRIMULGIFORMES;1_resident;1_resident;0;18.3500078513923;15;3.08;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Selasphorus_flammula;Selasphorus_flammula;Selasphorus_flammula;Volcano-Hummingbird;Volcano-Hummingbird;CAPRIMULGIFORMES;1_resident;1_resident;0;26.0012970501075;39;2.69;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;40;60;0;0;2
Selasphorus_platycercus;Selasphorus_platycercus;Selasphorus_platycercus;Broad-tailed-Hummingbird;Broad-tailed-Hummingbird;CAPRIMULGIFORMES;2_partial_migrant;3_variable;1167.72187544383;1167.72187544383;3651;3.54;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;80;20;0;0;2
Selasphorus_rufus;Selasphorus_rufus;Selasphorus_rufus;Rufous-Hummingbird;Rufous-Hummingbird;CAPRIMULGIFORMES;3_strict_migrant;3_variable;2537.49642070051;2537.49642070051;7612;3.5;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;60;40;0;0;2
Selasphorus_sasin;Selasphorus_sasin;Selasphorus_sasin;Allens-Hummingbird;Allens-Hummingbird;CAPRIMULGIFORMES;3_strict_migrant;3_variable;2696.50439961659;2696.50439961659;215;3.36;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;40;60;0;0;2
Selasphorus_scintilla;Selasphorus_scintilla;Selasphorus_scintilla;Scintillant-Hummingbird;Scintillant-Hummingbird;CAPRIMULGIFORMES;1_resident;1_resident;0;41.047592780847;72;2.2;10;0;0;0;0;0;0;90;0;0;FruiNect;2;0;0;0;50;50;0;0;2
Selenidera_gouldii;Selenidera_gouldii;Selenidera_gouldii;Goulds-Toucanet;Goulds-Toucanet;PICIFORMES;1_resident;1_resident;0;351.870183353585;5924;180.9;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;33;33;33;0;3
Selenidera_maculirostris;Selenidera_maculirostris;Selenidera_maculirostris;Spot-billed-Toucanet;Spot-billed-Toucanet;PICIFORMES;1_resident;1_resident;0;259.959994095264;3167;164;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;20;40;40;0;3
Selenidera_nattereri;Selenidera_nattereri;Selenidera_nattereri;Tawny-tufted-Toucanet;Tawny-tufted-Toucanet;PICIFORMES;1_resident;1_resident;0;236.579081891028;2712;158.4;0;0;0;0;0;0;60;0;40;0;FruiNect;2;0;0;0;0;60;40;0;2
Selenidera_piperivora;Selenidera_piperivora;Selenidera_piperivora;Guianan-Toucanet;Guianan-Toucanet;PICIFORMES;1_resident;1_resident;0;263.93612444464;3365;147;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;0;20;80;0;2
Selenidera_reinwardtii;Selenidera_reinwardtii;Selenidera_reinwardtii;Golden-collared-Toucanet;Red-billed-Toucanet;PICIFORMES;1_resident;1_resident;0;185.080686578135;1622;161.77;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;33;33;33;0;3
Selenidera_spectabilis;Selenidera_spectabilis;Selenidera_spectabilis;Yellow-eared-Toucanet;Yellow-eared-Toucanet;PICIFORMES;1_resident;1_resident;0;157.037112365541;666;219;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;0;60;40;0;2
Seleucidis_melanoleucus;Seleucidis_melanoleucus;Seleucidis_melanoleucus;Twelve-wired-Bird-of-paradise;Twelve-wired-Bird-of-paradise;PASSERIFORMES;1_resident;1_resident;0;240.773647508848;1396;174.43;30;0;20;0;0;0;30;20;0;0;Omnivore;4;0;0;0;0;70;30;0;2
Semioptera_wallacii;Semioptera_wallacii;Semioptera_wallacii;Standardwing;Standardwing-Bird-of-paradise;PASSERIFORMES;1_resident;1_resident;0;41.429313862832;84;148.34;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;0;70;30;0;2
Semnornis_frantzii;Semnornis_frantzii;Semnornis_frantzii;Prong-billed-Barbet;Prong-billed-Barbet;PICIFORMES;1_resident;1_resident;0;51.9246932817844;92;57.3;20;0;0;0;0;0;80;0;0;0;FruiNect;2;0;0;0;33;33;33;0;3
Semnornis_ramphastinus;Semnornis_ramphastinus;Semnornis_ramphastinus;Toucan-Barbet;Toucan-Barbet;PICIFORMES;1_resident;1_resident;0;76.0137896188499;208;97.7;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;10;90;0;0;2
Sephanoides_fernandensis;Sephanoides_fernandensis;Sephanoides_fernandensis;Juan-Fernandez-Firecrown;Juan-Fernandez-Firecrown;CAPRIMULGIFORMES;1_resident;1_resident;0;0;2;8.73;0;0;0;0;0;0;0;100;0;0;FruiNect;1;0;0;0;20;60;20;0;3
Sephanoides_sephaniodes;Sephanoides_sephaniodes;Sephanoides_sephaniodes;Green-backed-Firecrown;Green-backed-Firecrown;CAPRIMULGIFORMES;2_partial_migrant;2_short;828.030618645753;828.030618645753;2977;5.17;0;0;0;0;0;0;0;100;0;0;FruiNect;1;0;0;0;40;40;20;0;3
Sericornis_arfakianus;Sericornis_arfakianus;Sericornis_arfakianus;Grey-green-Scrubwren;Grey-green-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;182.403918304425;825;8.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;60;40;0;0;2
Sericornis_beccarii;Sericornis_beccarii;Sericornis_beccarii;Beccaris-Scrubwren;Tropical-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;195.997913396957;1323;11.88;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;80;0;0;2
Sericornis_citreogularis;Sericornis_citreogularis;Sericornis_citreogularis;Yellow-throated-Scrubwren;Yellow-throated-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;148.668158094218;734;17.6;70;0;0;0;0;0;10;0;10;10;Invertebrate;4;0;0;80;20;0;0;0;2
Sericornis_frontalis;Sericornis_frontalis;Sericornis_frontalis;White-browed-Scrubwren;White-browed-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;461.401979584699;6578;13.23;60;0;0;0;0;0;20;0;20;0;Invertebrate;3;0;0;50;50;0;0;0;2
Sericornis_humilis;Sericornis_humilis;Sericornis_humilis;Tasmanian-Scrubwren;Tasmanian-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;75.2987873768055;266;18.25;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;40;30;30;0;0;3
Sericornis_keri;Sericornis_keri;Sericornis_keri;Atherton-Scrubwren;Atherton-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;51.2377402695314;119;11.38;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;70;20;10;0;0;3
Sericornis_magnirostra;Sericornis_magnirostra;Sericornis_magnirostra;Large-billed-Scrubwren;Large-billed-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;224.169320140481;1164;9.8;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;10;90;0;0;2
Sericornis_nouhuysi;Sericornis_nouhuysi;Sericornis_nouhuysi;Large-Scrubwren;Large-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;143.900448755763;471;17.1;80;0;0;0;0;0;0;0;20;0;Invertebrate;2;0;0;0;70;30;0;0;2
Sericornis_papuensis;Sericornis_papuensis;Sericornis_papuensis;Papuan-Scrubwren;Papuan-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;133.043788218293;396;11.2;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;80;0;0;2
Sericornis_perspicillatus;Sericornis_perspicillatus;Sericornis_perspicillatus;Buff-faced-Scrubwren;Buff-faced-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;147.70968136078;566;9;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;70;10;0;3
Sericornis_rufescens;Sericornis_rufescens;Sericornis_rufescens;Vogelkop-Scrubwren;Vogelkop-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;36.8582049425774;46;12;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;80;0;0;2
Sericornis_spilodera;Sericornis_spilodera;Sericornis_spilodera;Pale-billed-Scrubwren;Pale-billed-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;225.303732829015;1235;11.7;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;80;20;0;0;2
Sericornis_virgatus;Sericornis_virgatus;Sericornis_virgatus;Perplexing-Scrubwren;Perplexing-Scrubwren;PASSERIFORMES;1_resident;1_resident;0;123.73739210943;329;12.4;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;0;20;80;0;0;2
Sericossypha_albocristata;Sericossypha_albocristata;Sericossypha_albocristata;White-capped-Tanager;White-capped-Tanager;PASSERIFORMES;1_resident;1_resident;0;181.439877735763;390;114;70;0;0;0;0;0;20;0;10;0;Invertebrate;3;0;0;0;20;30;50;0;3
Sericulus_aureus;Sericulus_aureus;Sericulus_aureus;Masked-Bowerbird;Masked-Bowerbird;PASSERIFORMES;1_resident;1_resident;0;134.650033037494;295;172;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;0;60;40;0;2
Sericulus_bakeri;Sericulus_bakeri;Sericulus_bakeri;Fire-maned-Bowerbird;Adelbert-Bowerbird;PASSERIFORMES;1_resident;1_resident;0;18.4303978474696;10;176.46;40;0;0;0;0;0;60;0;0;0;FruiNect;2;0;0;0;0;60;40;0;2
Sericulus_chrysocephalus;Sericulus_chrysocephalus;Sericulus_chrysocephalus;Regent-Bowerbird;Regent-Bowerbird;PASSERIFORMES;1_resident;1_resident;0;98.1074523361647;400;99.49;0;0;0;0;0;0;100;0;0;0;FruiNect;1;0;0;0;0;50;50;0;2
Serilophus_lunatus;Serilophus_lunatus;Serilophus_lunatus;Silver-breasted-Broadbill;Silver-breasted-Broadbill;PASSERIFORMES;1_resident;1_resident;0;359.244187298834;4324;34;100;0;0;0;0;0;0;0;0;0;Invertebrate;1;0;0;33;33;33;0;0;3
Serinus_alario;Serinus_alario;Alario_alario;Black-headed-Canary;Black-headed-Canary;PASSERIFORMES;1_resident;1_resident;0;218.356646463072;2182;12.2;10;0;0;0;0;0;0;0;80;10;PlantSeed;3;0;0;60;20;20;0;0;3
Serinus_albogularis;Serinus_albogularis;Serinus_albogularis;White-throated-Canary;White-throated-Canary;PASSERIFORMES;1_resident;1_resident;0;285.637588610048;3699;27.1;10;0;0;0;0;0;30;0;30;30;PlantSeed;4;0;0;33;33;33;0;0;3
Serinus_ankoberensis;Serinus_ankoberensis;Carduelis_ankoberensis;Ankober-Serin;Ankober-Serin;PASSERIFORMES;1_resident;1_resident;0;51.6300610492053;97;14.9;0;0;0;0;0;0;0;0;100;0;PlantSeed;1;0;0;100;0;0;0;0;1
Serinus_atrogularis;Serinus_atrogularis;Serinus_atrogularis;Black-throated-Seedeater;Black-throated-Canary;PASSERIFORMES;1_resident;1_resident;0;493.39040366599;10390;11.4;10;0;0;0;0;0;10;0;70;10;PlantSeed;4;0;0;50;0;50;0;0;2
Serinus_buchanani;Serinus_buchanani;Serinus_buchanani;Kenya-Grosbeak-canary;Southern-Grosbeak-canary;PASSERIFORMES;1_resident;1_resident;0;104.524614511123;459;15.37;0;0;0;0;0;0;20;0;80;0;PlantSeed;2;0;0;33;33;33;0;0;3
Serinus_burtoni;Serinus_burtoni;Serinus_burtoni;Thick-billed-Seedeater;Thick-billed-Seedeater;PASSERIFORMES;1_resident;1_resident;0;239.789767323964;1501;30.5;0;0;0;0;0;0;30;0;70;0;PlantSeed;2;0;0;33;33;33;0;0;3
Serinus_canaria;Serinus_canaria;Serinus_canaria;Island-Canary;Island-Canary;PASSERIFORMES;1_resident;1_resident;0;104.770539709797;129;24.3;10;0;0;0;0;0;10;0;70;10;PlantSeed;4;0;0;80;20;0;0;0;2
Serinus_canicollis;Serinus_canicollis;Serinus_canicollis;Cape-Canary;Cape-Canary;PASSERIFORMES;1_resident;1_resident;0;226.702010053833;2442;15.2;10;0;0;0;0;0;0;0;70;20;PlantSeed;3;0;0;50;50;0;0;0;2
